key,date,time_rd,lottery,draw,generated_at,best_signal,best_a11,ok_alert,top12,top6,pales10,graded,topq,pales,fingerprint
2026-02-09|Anguilla|Anguila 1PM|2026-02-09 13:00,2026-02-09,2026-02-09 13:00,Anguilla,Anguila 1PM,2026-02-09T13:40:48.567461-04:00,0.007744909863661969,7,False,"[""91"", ""33"", ""14"", ""65"", ""77"", ""94"", ""57"", ""89"", ""82"", ""83"", ""81"", ""60""]",,,1,"[""91"", ""33"", ""14""]","[""33-91"", ""14-91"", ""65-91""]",d727f9f253d5989c
2026-02-09|La Nacional|Loteria Nacional- Gana Más|2026-02-09 14:30,2026-02-09,2026-02-09 14:30,La Nacional,Loteria Nacional- Gana Más,2026-02-09T14:04:19.724423-04:00,0.0004195387637084494,5,False,"[""14"", ""64"", ""13"", ""40"", ""20"", ""89"", ""95"", ""41"", ""34"", ""37"", ""82"", ""22""]",,,1,"[""14"", ""64"", ""13""]","[""14-64"", ""13-14"", ""14-40""]",a5b93ae42e97aeb6
2026-02-09|Anguilla|Anguila 6PM|2026-02-09 18:00,2026-02-09,2026-02-09 18:00,Anguilla,Anguila 6PM,2026-02-09T18:20:53.423843-04:00,0.005883951564310479,10,False,"[""33"", ""63"", ""93"", ""05"", ""03"", ""46"", ""48"", ""59"", ""45"", ""70"", ""66"", ""72""]",,,1,"[""33"", ""63"", ""93""]","[""33-63"", ""33-93"", ""05-33""]",89d41cb6bdf08d0c
2026-02-09|La Suerte|Quiniela La Suerte 6PM|2026-02-09 18:00,2026-02-09,2026-02-09 18:00,La Suerte,Quiniela La Suerte 6PM,2026-02-09T18:20:57.647109-04:00,0.0021973884056979477,3,False,"[""65"", ""64"", ""52"", ""13"", ""92"", ""66"", ""21"", ""30"", ""07"", ""88"", ""87"", ""53""]",,,1,"[""65"", ""64"", ""52""]","[""64-65"", ""52-65"", ""13-65""]",dc1eebd7463c216e
2026-02-09|La Primera|Quiniela La Primera Noche|2026-02-09 19:00,2026-02-09,2026-02-09 19:00,La Primera,Quiniela La Primera Noche,2026-02-09T19:27:41.859956-04:00,0.0018136404181469418,10,False,"[""33"", ""05"", ""65"", ""42"", ""14"", ""18"", ""31"", ""99"", ""15"", ""41"", ""79"", ""17""]",,,1,"[""33"", ""05"", ""65""]","[""05-33"", ""33-65"", ""33-42""]",2c75d174b852599f
2026-02-09|Anguilla|Anguila 9PM|2026-02-09 21:00,2026-02-09,2026-02-09 21:00,Anguilla,Anguila 9PM,2026-02-09T20:03:15.455212-04:00,0.003953399503596895,10,False,"[""27"", ""33"", ""18"", ""63"", ""05"", ""24"", ""83"", ""48"", ""55"", ""28"", ""76"", ""34""]",,,1,"[""27"", ""33"", ""18""]","[""27-33"", ""18-27"", ""27-63""]",a9267c2827cad081
2026-02-09|La Nacional|Loteria Nacional- Noche|2026-02-09 21:00,2026-02-09,2026-02-09 21:00,La Nacional,Loteria Nacional- Noche,2026-02-09T20:03:21.704588-04:00,0.0016321163955496998,13,True,"[""91"", ""65"", ""27"", ""03"", ""05"", ""13"", ""95"", ""63"", ""90"", ""11"", ""80"", ""61""]",,,1,"[""91"", ""65"", ""27""]","[""65-91"", ""27-91"", ""03-91""]",37c6a91c873b8b63
2026-02-10|Anguilla|Anguila 10AM|2026-02-10 10:00,2026-02-10,2026-02-10 10:00,Anguilla,Anguila 10AM,2026-02-10T07:34:02.967937-04:00,0.005779183041162478,13,True,"[""85"", ""08"", ""40"", ""05"", ""58"", ""35"", ""76"", ""28"", ""23"", ""61"", ""92"", ""89""]",,,1,"[""85"", ""08"", ""40""]","[""08-85"", ""40-85"", ""05-85""]",8169e383a5b74c54
2026-02-10|La Primera|Quiniela La Primera|2026-02-10 12:00,2026-02-10,2026-02-10 12:00,La Primera,Quiniela La Primera,2026-02-10T12:07:45.225232-04:00,0.006398231809884077,2,False,"[""31"", ""36"", ""48"", ""91"", ""80"", ""10"", ""24"", ""96"", ""25"", ""14"", ""97"", ""26""]",,,1,"[""31"", ""36"", ""48""]","[""31-36"", ""31-48"", ""31-91""]",1b224bb707080f92
2026-02-10|La Suerte|Quiniela La Suerte|2026-02-10 12:30,2026-02-10,2026-02-10 12:30,La Suerte,Quiniela La Suerte,2026-02-10T12:14:27.699401-04:00,0.002977272281954319,4,False,"[""36"", ""02"", ""31"", ""48"", ""99"", ""18"", ""60"", ""07"", ""38"", ""63"", ""65"", ""42""]",,,1,"[""36"", ""02"", ""31""]","[""02-36"", ""31-36"", ""36-48""]",d4c7218d51057dea
2026-02-10|Anguilla|Anguila 1PM|2026-02-10 13:00,2026-02-10,2026-02-10 13:00,Anguilla,Anguila 1PM,2026-02-10T12:46:23.601360-04:00,0.004169619938343157,3,False,"[""71"", ""88"", ""30"", ""50"", ""77"", ""65"", ""94"", ""57"", ""89"", ""33"", ""82"", ""83""]",,,1,"[""71"", ""88"", ""30""]","[""71-88"", ""30-71"", ""50-71""]",5dcdf7bff654459d
2026-02-10|La Nacional|Loteria Nacional- Gana Más|2026-02-10 14:30,2026-02-10,2026-02-10 14:30,La Nacional,Loteria Nacional- Gana Más,2026-02-10T13:27:45.973895-04:00,0.00453878101713503,7,False,"[""88"", ""30"", ""48"", ""36"", ""40"", ""20"", ""89"", ""64"", ""13"", ""95"", ""14"", ""22""]",,,1,"[""88"", ""30"", ""48""]","[""30-88"", ""48-88"", ""36-88""]",5bcdaccb3b719707
2026-02-10|Anguilla|Anguila 6PM|2026-02-10 18:00,2026-02-10,2026-02-10 18:00,Anguilla,Anguila 6PM,2026-02-10T15:28:15.597086-04:00,0.003365764306752403,7,False,"[""63"", ""02"", ""30"", ""70"", ""36"", ""48"", ""03"", ""46"", ""59"", ""66"", ""45"", ""87""]",,,0,"[""63"", ""02"", ""30""]","[""02-63"", ""30-63"", ""63-70""]",ed67a019e2a68f09
2026-02-10|La Suerte|Quiniela La Suerte 6PM|2026-02-10 18:00,2026-02-10,2026-02-10 18:00,La Suerte,Quiniela La Suerte 6PM,2026-02-10T15:28:19.970632-04:00,0.0017585577131590964,5,False,"[""30"", ""52"", ""71"", ""88"", ""02"", ""92"", ""66"", ""21"", ""07"", ""53"", ""87"", ""35""]",,,0,"[""30"", ""52"", ""71""]","[""30-52"", ""30-71"", ""30-88""]",8b8529434a973ed3
